graph,label,target_prompt,target_position,source_position
"[['inadvertently', 'is an antonym of', '<extra_id_0>']]",advert,summarize: inadvertently is an antonym of <extra_id_0>,14,6
"[['langobard', 'is a', '<extra_id_0>']]",european,summarize: langobard is a <extra_id_0>,9,3
"[['people', 'is', '<extra_id_0>']]",unfair,summarize: people is <extra_id_0>,4,1
"[['inaugurate', 'is a manner of', '<extra_id_0>']]",start,summarize: inaugurate is a manner of <extra_id_0>,9,5
"[['shelves', 'is in', '<extra_id_0>']]",cabinet,summarize: shelves is in <extra_id_0>,5,2
"[['chaya root', 'is a form of', '<extra_id_0>']]",chay root,summarize: chaya root is a form of <extra_id_0>,12,5
"[['bland', 'is distinct from', '<extra_id_0>']]",interesting,summarize: bland is distinct from <extra_id_0>,6,3
"[['beluga', 'is a synonym of', '<extra_id_0>']]",beluga whale,summarize: beluga is a synonym of <extra_id_0>,10,5
"[['go to doctor', 'is motivated by', '<extra_id_0>']]",ill,summarize: go to doctor is motivated by <extra_id_0>,8,3
"[['play poker', 'is motivated by', '<extra_id_0>']]",fun,summarize: play poker is motivated by <extra_id_0>,7,3
"[['kitten', 'is in', '<extra_id_0>']]",closet,summarize: kitten is in <extra_id_0>,5,2
"[['field hand', 'has context', '<extra_id_0>']]",us,summarize: field hand has context <extra_id_0>,6,2
"[['corrigibility', 'is an antonym of', '<extra_id_0>']]",incorrigibility,summarize: corrigibility is an antonym of <extra_id_0>,11,6
"[['want', 'is distinct from', '<extra_id_0>']]",stash,summarize: want is distinct from <extra_id_0>,6,3
"[['hats', 'is', '<extra_id_0>']]",soft,summarize: hats is <extra_id_0>,6,1
"[['distress', 'is distinct from', '<extra_id_0>']]",good,summarize: distress is distinct from <extra_id_0>,6,3
"[['farmer', 'is an antonym of', '<extra_id_0>']]",slicker,summarize: farmer is an antonym of <extra_id_0>,9,6
"[['horn', 'is a part of', '<extra_id_0>']]",ram,summarize: horn is a part of <extra_id_0>,9,5
"[['seeing art', 'is used for', '<extra_id_0>']]",intellectuals,summarize: seeing art is used for <extra_id_0>,7,3
"[['ningde', 'is a part of', '<extra_id_0>']]",fujian,summarize: ningde is a part of <extra_id_0>,11,5
"[['telling truth', 'is', '<extra_id_0>']]",liberating,summarize: telling truth is <extra_id_0>,5,1
"[['pelargonium', 'is a', '<extra_id_0>']]",rosid dicot genus,summarize: pelargonium is a <extra_id_0>,10,3
"[['wrestling hold', 'is a part of', '<extra_id_0>']]",wrestling,summarize: wrestling hold is a part of <extra_id_0>,9,5
"[['go to opera', 'has subevent', '<extra_id_0>']]",shut up,summarize: go to opera has subevent <extra_id_0>,9,4
"[['muddy', 'is a manner of', '<extra_id_0>']]",confuse,summarize: muddy is a manner of <extra_id_0>,9,5
"[['song', 'is used for', '<extra_id_0>']]",listening to music,summarize: song is used for <extra_id_0>,6,3
"[['set cup on table', 'is motivated by', '<extra_id_0>']]",heavy,summarize: set cup on table is motivated by <extra_id_0>,9,3
"[['provide', 'is an antonym of', '<extra_id_0>']]",withhold,summarize: provide is an antonym of <extra_id_0>,9,6
"[['chirurgie', 'is a form of', '<extra_id_0>']]",chirurgy,summarize: chirurgie is a form of <extra_id_0>,9,5
"[['standing in line', 'is used for', '<extra_id_0>']]",dancing,summarize: standing in line is used for <extra_id_0>,8,3
"[['ornateness', 'is a synonym of', '<extra_id_0>']]",grandiosity,summarize: ornateness is a synonym of <extra_id_0>,11,5
"[['cows', 'causes', '<extra_id_0>']]",mooing,summarize: cows causes <extra_id_0>,5,1
"[['ducks', 'is', '<extra_id_0>']]",pretty,summarize: ducks is <extra_id_0>,5,1
"[['frozen carbon dioxide', 'is', '<extra_id_0>']]",solid,summarize: frozen carbon dioxide is <extra_id_0>,6,1
"[['republicans', 'is', '<extra_id_0>']]",right wing,summarize: republicans is <extra_id_0>,5,1
"[['rich', 'is an antonym of', '<extra_id_0>']]",plain,summarize: rich is an antonym of <extra_id_0>,9,6
"[['tilde', 'is a', '<extra_id_0>']]",diacritic,summarize: tilde is a <extra_id_0>,9,3
"[['heterochromia', 'is an antonym of', '<extra_id_0>']]",homochromia,summarize: heterochromia is an antonym of <extra_id_0>,13,6
"[['conduit', 'is a', '<extra_id_0>']]",cavity or container,summarize: conduit is a <extra_id_0>,6,3
"[['debug', 'is a manner of', '<extra_id_0>']]",correct,summarize: debug is a manner of <extra_id_0>,9,5
"[['driving car', 'is used for', '<extra_id_0>']]",seeing things,summarize: driving car is used for <extra_id_0>,7,3
"[['coordination', 'is an antonym of', '<extra_id_0>']]",subordination,summarize: coordination is an antonym of <extra_id_0>,9,6
"[['cooking dinner', 'has prerequisite', '<extra_id_0>']]",oven,summarize: cooking dinner has prerequisite <extra_id_0>,6,2
"[[""they've"", 'is distinct from', '<extra_id_0>']]",he's,summarize: they've is distinct from <extra_id_0>,8,3
"[['movies', 'is', '<extra_id_0>']]",entertaining,summarize: movies is <extra_id_0>,4,1
"[['hand out', 'has context', '<extra_id_0>']]",1800s,summarize: hand out has context <extra_id_0>,6,2
"[['curiosity', 'causes desire', '<extra_id_0>']]",learn,summarize: curiosity causes desire <extra_id_0>,5,2
"[['drift', 'has context', '<extra_id_0>']]",airplane,summarize: drift has context <extra_id_0>,5,2
"[['writing', 'has prerequisite', '<extra_id_0>']]",pen or pencil,summarize: writing has prerequisite <extra_id_0>,5,2
"[['volume', 'is in', '<extra_id_0>']]",collection of books,summarize: volume is in <extra_id_0>,5,2
"[['supernatural', 'is an antonym of', '<extra_id_0>']]",ordinary,summarize: supernatural is an antonym of <extra_id_0>,9,6
"[['people', 'is', '<extra_id_0>']]",short,summarize: people is <extra_id_0>,4,1
"[['penis', 'is a part of', '<extra_id_0>']]",male reproductive system,summarize: penis is a part of <extra_id_0>,9,5
"[['florence', 'is a', '<extra_id_0>']]",given name,summarize: florence is a <extra_id_0>,8,3
"[['vacillant', 'is a synonym of', '<extra_id_0>']]",vacillating,summarize: vacillant is a synonym of <extra_id_0>,11,5
"[['calender', 'is in', '<extra_id_0>']]",desk,summarize: calender is in <extra_id_0>,7,2
"[['fighting enemy', 'causes', '<extra_id_0>']]",wins,summarize: fighting enemy causes <extra_id_0>,5,1
"[['posterior pituitary', 'is a part of', '<extra_id_0>']]",pituitary,summarize: posterior pituitary is a part of <extra_id_0>,12,5
"[['conquering opponent', 'has prerequisite', '<extra_id_0>']]",strength,summarize: conquering opponent has prerequisite <extra_id_0>,7,2
"[['desacralization', 'has context', '<extra_id_0>']]",religion,summarize: desacralization has context <extra_id_0>,9,2
"[['examine thing', 'has subevent', '<extra_id_0>']]",learning,summarize: examine thing has subevent <extra_id_0>,8,4
"[['megasporogenesis', 'is a synonym of', '<extra_id_0>']]",macrosporogenesis,summarize: megasporogenesis is a synonym of <extra_id_0>,11,5
"[['passageway', 'is in', '<extra_id_0>']]",hotel,summarize: passageway is in <extra_id_0>,6,2
"[['making bread', 'is used for', '<extra_id_0>']]",feeding family,summarize: making bread is used for <extra_id_0>,7,3
"[['nice weather', 'causes desire', '<extra_id_0>']]",drive car,summarize: nice weather causes desire <extra_id_0>,6,2
"[['making bread', 'has prerequisite', '<extra_id_0>']]",flour,summarize: making bread has prerequisite <extra_id_0>,6,2
"[['certain', 'is an antonym of', '<extra_id_0>']]",impossible,summarize: certain is an antonym of <extra_id_0>,9,6
"[['fireplaces', 'is', '<extra_id_0>']]",hot,summarize: fireplaces is <extra_id_0>,5,1
"[['point', 'is an antonym of', '<extra_id_0>']]",comma,summarize: point is an antonym of <extra_id_0>,9,6
"[['go bitchcakes', 'is a synonym of', '<extra_id_0>']]",go apeshit,summarize: go bitchcakes is a synonym of <extra_id_0>,12,5
"[['armoire', 'is in', '<extra_id_0>']]",furniture store,summarize: armoire is in <extra_id_0>,6,2
"[['comfort friend', 'is motivated by', '<extra_id_0>']]",help out,summarize: comfort friend is motivated by <extra_id_0>,7,3
"[['viking', 'is in', '<extra_id_0>']]",boat,summarize: viking is in <extra_id_0>,7,2
"[['surprisingly', 'is an antonym of', '<extra_id_0>']]",usual,summarize: surprisingly is an antonym of <extra_id_0>,10,6
"[['grass', 'is in', '<extra_id_0>']]",state park,summarize: grass is in <extra_id_0>,5,2
"[['sunbathing', 'has subevent', '<extra_id_0>']]",turn over,summarize: sunbathing has subevent <extra_id_0>,10,4
"[['web', 'is', '<extra_id_0>']]",impressive,summarize: web is <extra_id_0>,4,1
"[['switch', 'has context', '<extra_id_0>']]",slang,summarize: switch has context <extra_id_0>,5,2
"[['union', 'is a part of', '<extra_id_0>']]",labor movement,summarize: union is a part of <extra_id_0>,8,5
"[['playing tennis', 'has prerequisite', '<extra_id_0>']]",legs,summarize: playing tennis has prerequisite <extra_id_0>,6,2
"[['henry sweet', 'is a', '<extra_id_0>']]",scientist,summarize: henry sweet is a <extra_id_0>,9,3
"[['making shopping list', 'is used for', '<extra_id_0>']]",unorganized,summarize: making shopping list is used for <extra_id_0>,8,3
"[['burnout', 'has context', '<extra_id_0>']]",slang,summarize: burnout has context <extra_id_0>,6,2
"[['military quarters', 'is a part of', '<extra_id_0>']]",military post,summarize: military quarters is a part of <extra_id_0>,10,5
"[['church', 'is used for', '<extra_id_0>']]",serve,summarize: church is used for <extra_id_0>,6,3
"[['exercising', 'has prerequisite', '<extra_id_0>']]",motivation,summarize: exercising has prerequisite <extra_id_0>,5,2
"[['want', 'is distinct from', '<extra_id_0>']]",spurn,summarize: want is distinct from <extra_id_0>,6,3
"[['trosseno', 'is an antonym of', '<extra_id_0>']]",doogheno,summarize: trosseno is an antonym of <extra_id_0>,11,6
"[['walking', 'is', '<extra_id_0>']]",healthy,summarize: walking is <extra_id_0>,4,1
"[['reading', 'is an antonym of', '<extra_id_0>']]",watching tv,summarize: reading is an antonym of <extra_id_0>,9,6
"[['medical chart', 'is in', '<extra_id_0>']]",hospital,summarize: medical chart is in <extra_id_0>,6,2
"[['lawsuit', 'causes', '<extra_id_0>']]",stress,summarize: lawsuit causes <extra_id_0>,4,1
"[['romanize', 'is a manner of', '<extra_id_0>']]",transliterate,summarize: romanize is a manner of <extra_id_0>,9,5
"[['bandaging', 'is in', '<extra_id_0>']]",medicine chest,summarize: bandaging is in <extra_id_0>,6,2
"[['flirting', 'is used for', '<extra_id_0>']]",having fun,summarize: flirting is used for <extra_id_0>,7,3
"[['wait for', 'is motivated by', '<extra_id_0>']]",see,summarize: wait for is motivated by <extra_id_0>,7,3
"[['party food', 'is a', '<extra_id_0>']]",food item,summarize: party food is a <extra_id_0>,7,3
"[['remain', 'is distinct from', '<extra_id_0>']]",going,summarize: remain is distinct from <extra_id_0>,6,3
"[['eating breakfast', 'has subevent', '<extra_id_0>']]",read newspaper,summarize: eating breakfast has subevent <extra_id_0>,8,4
"[['children', 'is capable of', '<extra_id_0>']]",laugh,summarize: children is capable of <extra_id_0>,6,3
"[['examine thing', 'has prerequisite', '<extra_id_0>']]",check out,summarize: examine thing has prerequisite <extra_id_0>,6,2
"[['change society', 'is motivated by', '<extra_id_0>']]",make difference,summarize: change society is motivated by <extra_id_0>,7,3
"[['wing', 'is used for', '<extra_id_0>']]",flapping,summarize: wing is used for <extra_id_0>,7,3
"[['undefined', 'has context', '<extra_id_0>']]",mathematics,summarize: undefined has context <extra_id_0>,6,2
"[['sating hunger', 'causes', '<extra_id_0>']]",contentment,summarize: sating hunger causes <extra_id_0>,7,1
"[['ignorance', 'causes desire', '<extra_id_0>']]",learn,summarize: ignorance causes desire <extra_id_0>,5,2
"[['taking course', 'has prerequisite', '<extra_id_0>']]",extra time,summarize: taking course has prerequisite <extra_id_0>,6,2
"[['take oath', 'has prerequisite', '<extra_id_0>']]",swear,summarize: take oath has prerequisite <extra_id_0>,9,2
"[['dogs', 'is capable of', '<extra_id_0>']]",defend,summarize: dogs is capable of <extra_id_0>,6,3
"[['osteotome', 'has context', '<extra_id_0>']]",historical,summarize: osteotome has context <extra_id_0>,7,2
"[['courthouse', 'is in', '<extra_id_0>']]",town,summarize: courthouse is in <extra_id_0>,6,2
"[['singer', 'is capable of', '<extra_id_0>']]",carry tune,summarize: singer is capable of <extra_id_0>,6,3
"[['condominium', 'is used for', '<extra_id_0>']]",live in,summarize: condominium is used for <extra_id_0>,6,3
"[['undertaking', 'is a', '<extra_id_0>']]",trade,summarize: undertaking is a <extra_id_0>,6,3
"[['judging', 'has prerequisite', '<extra_id_0>']]",wisdom,summarize: judging has prerequisite <extra_id_0>,6,2
"[['digger', 'has context', '<extra_id_0>']]",australia,summarize: digger has context <extra_id_0>,6,2
"[['cellular phone', 'is a', '<extra_id_0>']]",product,summarize: cellular phone is a <extra_id_0>,8,3
"[['learn', 'is motivated by', '<extra_id_0>']]",fun,summarize: learn is motivated by <extra_id_0>,6,3
"[['attend school', 'has prerequisite', '<extra_id_0>']]",cheer up,summarize: attend school has prerequisite <extra_id_0>,6,2
"[['drink alcohol', 'is motivated by', '<extra_id_0>']]",relaxes,summarize: drink alcohol is motivated by <extra_id_0>,7,3
"[['flinch', 'is a manner of', '<extra_id_0>']]",move,summarize: flinch is a manner of <extra_id_0>,11,5
"[['pick', 'has context', '<extra_id_0>']]",printing,summarize: pick has context <extra_id_0>,5,2
"[['sitting down', 'has subevent', '<extra_id_0>']]",play guitar,summarize: sitting down has subevent <extra_id_0>,8,4
"[['put', 'is a form of', '<extra_id_0>']]",put about,summarize: put is a form of <extra_id_0>,8,5
"[['amicableness', 'is distinct from', '<extra_id_0>']]",quarrelsomeness,summarize: amicableness is distinct from <extra_id_0>,9,3
"[['rudeness', 'is a synonym of', '<extra_id_0>']]",abruptness,summarize: rudeness is a synonym of <extra_id_0>,9,5
"[['mississippi river', 'is a', '<extra_id_0>']]",river,summarize: mississippi river is a <extra_id_0>,12,3
"[['fighting war', 'causes', '<extra_id_0>']]",deaths,summarize: fighting war causes <extra_id_0>,5,1
"[['many sports', 'is', '<extra_id_0>']]",competitive,summarize: many sports is <extra_id_0>,5,1
"[['twelve', 'is capable of', '<extra_id_0>']]",be,summarize: twelve is capable of <extra_id_0>,6,3
"[['changing shape', 'is a', '<extra_id_0>']]",movement or shape change,summarize: changing shape is a <extra_id_0>,7,3
"[['cymbal', 'is used for', '<extra_id_0>']]",percussion,summarize: cymbal is used for <extra_id_0>,10,3
"[['walk', 'is distinct from', '<extra_id_0>']]",flight,summarize: walk is distinct from <extra_id_0>,6,3
"[['play basketball', 'has prerequisite', '<extra_id_0>']]",stretch,summarize: play basketball has prerequisite <extra_id_0>,6,2
"[['excellently', 'is a synonym of', '<extra_id_0>']]",magnificently,summarize: excellently is a synonym of <extra_id_0>,9,5
"[['nordic countries', 'is a form of', '<extra_id_0>']]",nordic country,summarize: nordic countries is a form of <extra_id_0>,10,5
"[['adult', 'is capable of', '<extra_id_0>']]",sign contract,summarize: adult is capable of <extra_id_0>,6,3
"[['anastomose', 'is a synonym of', '<extra_id_0>']]",interjoin,summarize: anastomose is a synonym of <extra_id_0>,13,5
"[['habituate', 'is a manner of', '<extra_id_0>']]",change,summarize: habituate is a manner of <extra_id_0>,10,5
"[['get married', 'has prerequisite', '<extra_id_0>']]",adult,summarize: get married has prerequisite <extra_id_0>,6,2
"[['finalist', 'is a', '<extra_id_0>']]",rival,summarize: finalist is a <extra_id_0>,7,3
"[['post message', 'has prerequisite', '<extra_id_0>']]",address,summarize: post message has prerequisite <extra_id_0>,6,2
"[['caboose', 'is', '<extra_id_0>']]",last,summarize: caboose is <extra_id_0>,7,1
"[['televize', 'is a form of', '<extra_id_0>']]",televise,summarize: televize is a form of <extra_id_0>,11,5
"[['unionize', 'is a manner of', '<extra_id_0>']]",enroll,summarize: unionize is a manner of <extra_id_0>,9,5
"[['balls', 'is', '<extra_id_0>']]",round,summarize: balls is <extra_id_0>,4,1
"[['duct tape', 'is capable of', '<extra_id_0>']]",fix,summarize: duct tape is capable of <extra_id_0>,8,3
"[['foyer', 'is', '<extra_id_0>']]",flat,summarize: foyer is <extra_id_0>,4,1
"[['convert', 'has context', '<extra_id_0>']]",rugby football,summarize: convert has context <extra_id_0>,5,2
"[['people', 'is capable of', '<extra_id_0>']]",think,summarize: people is capable of <extra_id_0>,6,3
"[['breathe', 'is motivated by', '<extra_id_0>']]",involuntary,summarize: breathe is motivated by <extra_id_0>,6,3
"[['vapour density', 'has context', '<extra_id_0>']]",physics,summarize: vapour density has context <extra_id_0>,7,2
"[['use computer', 'has prerequisite', '<extra_id_0>']]",buy one,summarize: use computer has prerequisite <extra_id_0>,6,2
"[['amniotic fluid', 'is a part of', '<extra_id_0>']]",amniotic cavity,summarize: amniotic fluid is a part of <extra_id_0>,12,5
